City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
67,Butaritari,KI,2021-03-04 20:05:41,3.0707,172.7902,300.7,79,81,8.5
68,Gashua,NG,2021-03-04 20:05:41,12.871,11.0482,298.65,16,1,4.43
69,Koumac,NC,2021-03-04 20:05:42,-20.5667,164.2833,298.77,82,97,4.08
70,Yar-Sale,RU,2021-03-04 20:05:42,66.8333,70.8333,261.33,96,100,3.37
71,Goderich,CA,2021-03-04 20:05:22,43.7501,-81.7165,267.15,73,1,7.72
72,Lompoc,US,2021-03-04 20:01:18,34.6391,-120.4579,289.26,55,20,4.12
73,Bethel,US,2021-03-04 20:05:27,41.3712,-73.414,277.15,35,75,6.69
74,Pisco,PE,2021-03-04 20:03:47,-13.7,-76.2167,299.82,78,40,5.66
75,Porto Walter,BR,2021-03-04 20:05:43,-8.2686,-72.7439,300.86,88,100,1.23
76,Esperance,AU,2021-03-04 20:05:43,-33.8667,121.9,291.15,88,40,5.66
77,Dandong,CN,2021-03-04 20:05:43,40.1292,124.3947,276.77,94,100,2.49
78,Bandarbeyla,SO,2021-03-04 20:05:44,9.4942,50.8122,297.79,79,100,5.35
79,Saint-Pierre,RE,2021-03-04 20:03:40,-21.3393,55.4781,299.15,78,40,2.06
80,Muriae,BR,2021-03-04 20:05:44,-21.1306,-42.3664,301.51,79,59,1.11
81,Nikolskoye,RU,2021-03-04 20:03:26,59.7035,30.7861,271.15,50,75,5.0
82,Suriapet,IN,2021-03-04 20:05:45,17.15,79.6167,293.05,65,0,1.39
83,Arraial Do Cabo,BR,2021-03-04 20:03:18,-22.9661,-42.0278,304.15,65,0,6.69
84,Svetlyy,RU,2021-03-04 20:05:45,54.675,20.1347,273.15,80,20,5.0
85,Portland,US,2021-03-04 20:03:27,45.5234,-122.6762,287.59,54,40,6.69
86,Kahului,US,2021-03-04 20:02:52,20.8947,-156.47,296.15,64,20,4.12
87,San Rafael,AR,2021-03-04 20:04:56,-34.6177,-68.3301,307.55,20,13,5.0
88,Las Vegas,US,2021-03-04 20:05:47,36.175,-115.1372,290.93,27,1,5.66
89,Lavrentiya,RU,2021-03-04 20:05:47,65.5833,-171.0,256.17,92,100,11.73
90,Norman Wells,CA,2021-03-04 20:05:47,65.282,-126.8329,246.15,69,75,1.03
91,Tezu,IN,2021-03-04 20:05:48,27.9167,96.1667,291.34,49,100,0.15
92,Vestmannaeyjar,IS,2021-03-04 20:05:48,63.4427,-20.2734,277.61,73,26,2.14
93,San-Pedro,CI,2021-03-04 20:05:48,4.7485,-6.6363,299.32,88,45,4.02
94,Torbay,CA,2021-03-04 20:03:19,47.6666,-52.7314,274.82,69,75,8.23
95,Kankan,GN,2021-03-04 20:05:49,10.3854,-9.3057,304.72,17,19,0.37
96,Thompson,CA,2021-03-04 20:04:05,55.7435,-97.8558,269.15,58,20,1.03
97,Christchurch,NZ,2021-03-04 20:05:49,-43.5333,172.6333,280.15,100,3,0.51
98,Micheweni,TZ,2021-03-04 20:05:49,-4.9667,39.8333,301.15,74,20,7.72
99,Montrose,US,2021-03-04 20:05:50,38.4166,-108.2673,282.04,35,36,4.47
100,Bonfim,BR,2021-03-04 20:05:50,3.0833,-59.95,307.84,36,87,3.75
101,Takoradi,GH,2021-03-04 20:05:50,4.8845,-1.7554,300.16,87,54,4.21
102,Chuy,UY,2021-03-04 20:05:51,-33.6971,-53.4616,297.09,82,100,4.71
103,Ardakan,IR,2021-03-04 20:05:51,32.31,54.0175,289.15,25,20,1.03
104,Sao Joao Da Barra,BR,2021-03-04 20:03:10,-21.6403,-41.0511,302.15,65,0,7.2
105,Jamestown,US,2021-03-04 20:05:19,42.097,-79.2353,270.37,89,40,6.26
106,Sisimiut,GL,2021-03-04 20:05:52,66.9395,-53.6735,270.76,91,100,5.02
107,Dwarka,IN,2021-03-04 20:05:52,22.2394,68.9678,297.48,74,0,3.69
108,Lamu,KE,2021-03-04 20:05:52,-2.2717,40.902,298.77,85,100,4.97
109,Vao,NC,2021-03-04 20:05:53,-22.6667,167.4833,298.21,77,99,7.41
110,Vostok,RU,2021-03-04 20:05:53,46.4856,135.8833,268.78,98,80,2.91
111,Guider,CM,2021-03-04 20:05:53,9.9342,13.9486,301.39,12,0,3.58
112,Baie-Comeau,CA,2021-03-04 20:05:54,49.2168,-68.1489,263.15,62,90,7.2
113,Upernavik,GL,2021-03-04 20:05:54,72.7868,-56.1549,248.11,83,95,7.5
114,Magadan,RU,2021-03-04 20:03:15,59.5667,150.8,244.31,85,75,0.99
115,Tiksi,RU,2021-03-04 20:05:55,71.6872,128.8694,242.8,87,98,2.55
116,Magan,ES,2021-03-04 20:05:55,39.9683,-3.931,285.93,65,88,2.98
117,Matara,LK,2021-03-04 20:05:55,5.9485,80.5353,296.21,78,0,3.3
118,Lusambo,CD,2021-03-04 20:05:56,-4.9667,23.45,297.11,72,59,0.72
119,Nome,US,2021-03-04 20:05:56,64.5011,-165.4064,256.15,85,90,17.49
120,Ormara,PK,2021-03-04 20:05:57,25.2088,64.6357,297.47,71,0,2.35
121,Mayor Pablo Lagerenza,PY,2021-03-04 20:05:57,-19.9309,-60.7718,307.12,43,95,1.47
122,Tasiilaq,GL,2021-03-04 20:05:58,65.6145,-37.6368,273.15,93,90,0.51
123,Toora-Khem,RU,2021-03-04 20:05:58,52.4675,96.11,254.7,89,0,1.02
124,Rumphi,MW,2021-03-04 20:05:59,-11.0186,33.8575,291.43,89,100,0.81
125,Kodiak,US,2021-03-04 20:01:36,57.79,-152.4072,272.15,59,1,5.14
126,Naze,JP,2021-03-04 20:05:59,28.3667,129.4833,289.96,88,56,6.72
127,Santo Antonio Do Ica,BR,2021-03-04 20:06:00,-3.1022,-67.9397,299.42,92,90,1.95
128,Craig,US,2021-03-04 20:06:00,40.5153,-107.5464,277.15,87,90,2.08
129,Maldonado,UY,2021-03-04 20:02:02,-34.6667,-54.9167,298.15,82,100,0.45
130,Urumqi,CN,2021-03-04 20:06:00,43.801,87.6005,269.15,86,40,2.0
131,Gat,IL,2021-03-04 20:06:01,31.61,34.7642,285.37,100,7,2.04
132,Kavaratti,IN,2021-03-04 20:06:01,10.5669,72.642,301.48,54,0,0.67
133,Abha,SA,2021-03-04 20:06:02,18.2164,42.5053,289.15,88,0,2.57
134,Tuatapere,NZ,2021-03-04 20:06:02,-46.1333,167.6833,286.48,77,96,2.68
135,Tolaga Bay,NZ,2021-03-04 20:06:02,-38.3667,178.3,292.66,66,32,2.49
136,Hobart,AU,2021-03-04 20:04:52,-42.8794,147.3294,284.15,62,20,7.2
137,Rantauprapat,ID,2021-03-04 20:06:03,2.1,99.8333,296.69,93,4,0.86
138,Ciudad Bolivar,VE,2021-03-04 20:06:03,8.1222,-63.5497,305.83,45,89,3.75
139,Bom Jesus,BR,2021-03-04 20:06:03,-9.0744,-44.3586,301.19,77,91,1.81
140,Saint George,US,2021-03-04 20:04:06,37.1041,-113.5841,288.71,41,20,3.6
141,Los Llanos De Aridane,ES,2021-03-04 20:06:04,28.6585,-17.9182,292.15,72,20,6.69
142,Mabaruma,GY,2021-03-04 20:06:04,8.2,-59.7833,298.76,94,95,2.26
143,Anloga,GH,2021-03-04 20:06:04,5.7947,0.8973,302.15,84,40,5.66
144,Port Augusta,AU,2021-03-04 20:06:05,-32.5,137.7667,287.15,88,0,3.6
145,Alugan,PH,2021-03-04 20:06:05,12.2188,125.4808,299.27,81,42,4.79
146,Morro Bay,US,2021-03-04 20:06:05,35.3658,-120.8499,290.37,74,0,1.79
147,Baykit,RU,2021-03-04 20:06:06,61.67,96.37,254.26,88,100,1.56
148,Severo-Kurilsk,RU,2021-03-04 20:04:36,50.6789,156.125,272.5,97,86,11.52
149,Conceicao Do Araguaia,BR,2021-03-04 20:06:06,-8.2578,-49.2647,301.05,81,92,0.54
150,Mahebourg,MU,2021-03-04 20:06:07,-20.4081,57.7,297.15,88,20,3.09
151,Aromashevo,RU,2021-03-04 20:06:07,56.8602,68.6375,265.17,97,49,4.94
152,Asfi,MA,2021-03-04 20:01:47,32.2994,-9.2372,289.05,82,100,3.04
153,Pitimbu,BR,2021-03-04 20:06:07,-7.4706,-34.8086,299.15,89,75,6.69
154,Batan,CR,2021-03-04 20:06:08,10.0844,-83.341,302.15,58,75,6.17
155,Mercedes,AR,2021-03-04 20:06:08,-34.6515,-59.4307,303.15,49,32,3.58
156,Longyearbyen,SJ,2021-03-04 20:06:08,78.2186,15.6401,255.15,71,20,5.66
157,Kavieng,PG,2021-03-04 20:06:09,-2.5744,150.7967,301.26,78,100,4.67
158,Banda Aceh,ID,2021-03-04 20:06:09,5.5577,95.3222,299.6,80,5,3.04
159,Iqaluit,CA,2021-03-04 20:06:10,63.7506,-68.5145,268.15,50,90,5.14
160,Cockburn Town,TC,2021-03-04 20:06:10,21.4612,-71.1419,300.15,69,40,4.63
161,Krasnovishersk,RU,2021-03-04 20:06:10,60.4078,57.082,264.08,96,100,2.2
162,Lebu,CL,2021-03-04 20:03:18,-37.6167,-73.65,291.15,70,0,7.69
163,Borda Da Mata,BR,2021-03-04 20:06:11,-22.2742,-46.1653,298.15,61,75,0.7
164,Chapleau,CA,2021-03-04 20:06:11,47.8405,-83.4034,263.15,44,1,4.63
165,Khatanga,RU,2021-03-04 20:06:11,71.9667,102.5,239.64,78,0,5.02
166,Malakal,SS,2021-03-04 20:06:12,9.5334,31.6605,302.08,14,0,3.65
167,Vaini,TO,2021-03-04 20:06:12,-21.2,-175.2,300.15,83,75,2.57
168,Vardo,NO,2021-03-04 20:06:12,70.3705,31.1107,270.15,63,40,10.29
169,Katsuura,JP,2021-03-04 20:06:13,35.1333,140.3,284.15,82,75,0.51
170,Barrow,US,2021-03-04 20:06:13,71.2906,-156.7887,241.15,68,1,6.17
171,Mar Del Plata,AR,2021-03-04 20:03:38,-38.0023,-57.5575,297.15,88,75,2.57
172,Senovo,SI,2021-03-04 20:06:13,46.0236,15.4769,283.15,50,0,4.63
173,Karratha,AU,2021-03-04 20:06:14,-20.7377,116.8463,298.96,64,16,5.86
174,Nara,JP,2021-03-04 20:02:18,34.6851,135.8049,284.26,82,100,4.29
175,Aswan,EG,2021-03-04 20:06:14,24.0934,32.907,287.57,36,0,5.75
176,Fare,PF,2021-03-04 20:06:15,-16.7,-151.0167,301.38,75,91,4.9
177,Airai,TL,2021-03-04 20:06:15,-8.9266,125.4092,288.19,100,41,0.74
178,Oktyabrskoye,RU,2021-03-04 20:06:15,43.0645,44.7417,271.15,80,0,3.0
179,Hilo,US,2021-03-04 20:06:15,19.7297,-155.09,298.15,57,1,4.12
180,Oyama,JP,2021-03-04 20:06:16,36.3,139.8,284.82,93,40,0.51
181,Alhama De Murcia,ES,2021-03-04 20:06:16,37.851,-1.4251,287.59,85,2,0.89
182,Van,TR,2021-03-04 20:06:16,38.4924,43.3831,273.15,100,90,1.57
183,Waipawa,NZ,2021-03-04 20:06:17,-41.4122,175.5153,290.15,55,0,6.69
184,Galle,LK,2021-03-04 20:06:17,6.0367,80.217,297.15,79,0,2.99
185,Pevek,RU,2021-03-04 20:06:17,69.7008,170.3133,253.59,90,100,1.48
